-0.0556                   -21553.197502643347
-0.055431515151515155     -21638.2182199075
-0.0552630303030303       -21723.238937172053
-0.05509454545454545      -21808.25965443618
-0.05492606060606061      -21893.280371700384
-0.05475757575757576      -21978.301088964814
-0.05458909090909091      -22063.321806228912
-0.05442060606060607      -22148.34252349322
-0.05425212121212121      -22233.363240757342
-0.05408363636363636      -22318.383958021583
-0.053915151515151506     -22403.404675285845
-0.053746666666666665     -22469.035013373636
-0.05358261562998405      -22709.062687354406
-0.05341856459330143      -22968.48074051156
-0.05325451355661881      -23227.89879366852
-0.05309046251993621      -23487.31684682569
-0.05292641148325358      -23746.73489998277
-0.05276236044657096      -24006.152953139903
-0.052598309409888355     -24265.571006296952
-0.052434258373205735     -24524.98905945411
-0.05227020733652312      -24784.407112611043
-0.0521061562998405       -25043.8251657684
-0.05194210526315789      -25300.940621717084
-0.05178248803827751      -25740.373067898116
-0.05162287081339712      -26182.108111287638
-0.051463253588516736     -26623.843154677583
-0.05130363636363636      -27065.578198067127
-0.05114401913875598      -27507.313241456664
-0.050984401913875585     -27949.048284846318
-0.05082478468899521      -28390.783328235957
-0.05066516746411482      -28832.518371625316
-0.05050555023923445      -29274.25341501486
-0.05034593301435406      -29715.988458404918
-0.05018631578947368      -30135.753927487873
-0.05003113237639554      -30752.693038303307
-0.04987594896331739      -31391.601723425578
-0.04972076555023923      -32030.51040854766
-0.0495655821371611       -32669.41909366974
-0.04941039872408294      -33308.327778791834
-0.04925521531100478      -33947.23646391378
-0.04910003189792664      -34586.14514903605
-0.04894484848484848      -35225.05383415817
-0.048789665071770336     -35863.96251928021
-0.04863448165869218      -36502.87120440221
-0.04847929824561403      -37130.76850003273
-0.048328548644338123     -37976.87952240245
-0.0481777990430622       -38834.00193426348
-0.048027049441786276     -39691.12434612464
-0.04787629984051037      -40548.24675798583
-0.04772555023923446      -41405.36916984689
-0.04757480063795853      -42262.49158170839
-0.04742405103668262      -43119.613993569
-0.04727330143540669      -43976.736405430514
-0.04712255183413078      -44833.85881729168
-0.04697180223285486      -45690.98122915283
-0.046821052631578944     -46531.4279159396
-0.04667473684210527      -47633.12346817979
-0.04652842105263158      -48751.49474549439
-0.04638210526315789      -49869.86602280886
-0.04623578947368421      -50988.23730012354
-0.046089473684210534     -52106.60857743796
-0.045943157894736845     -53224.979854752455
-0.04579684210526316      -54343.351132066644
